변환,원자료
"2016/Q1","1.50"
"2016/Q2","1.25"
"2016/Q3","1.25"
"2016/Q4","1.25"
"2017/Q1","1.25"
"2017/Q2","1.25"
"2017/Q3","1.25"
"2017/Q4","1.50"
"2018/Q1","1.50"
"2018/Q2","1.50"
"2018/Q3","1.50"
"2018/Q4","1.75"
"2019/Q1","1.75"
"2019/Q2","1.75"
"2019/Q3","1.50"
"2019/Q4","1.25"
"2020/Q1","0.75"
"2020/Q2","0.50"
"2020/Q3","0.50"
"2020/Q4","0.50"
"2021/Q1","0.50"
"2021/Q2","0.50"
"2021/Q3","0.75"
"2021/Q4","1.00"
"2022/Q1","1.25"
"2022/Q2","1.75"
"2022/Q3","2.50"
"2022/Q4","3.25"
